SIRET,NIC_ministere,SIREN,Code_CJ3,Raison_sociale,Nom,Prenom,Enseigne,Nom_commercial,Sigle,Code_Etat,Date_de_l_etat,Code_NAF2_10,Code_NAF2_38,Code_activite,Date_debut_activite,Ancien_code_APE,Code_Qualite_siege,NIC_du_siege,Code_UT_du_siege,Siege_et_region,Siege_et_departement,Code_tutelle,Tranche_eff__INSEE,Annee_tranche_eff_,Dernier_eff__physique,Date_der_eff_physique,Source_dernier_eff_phy,Eff_Physique_extrait,Date_Eff_phy_extrait,Source_Eff_phy_extrait,Dernier_effectif_ETP,Date_der_eff_ETP,Source_dernier_eff_ETP,Code_Employeur,Date_employeur,Date_de_creation,Code_Modalite_activ_,Code_Car__saisonnier,Code_Car__auxiliaire,Code_Marchand,Code_Accepte_refuse,Code_Region,Code_Departement,Code_UT,Code_Section,Date_Debut_section,Code_rivoli_de_la_voie,Numero_dans_la_voie,Code_Indice_repetition,Code_Type_de_voie,Libelle_voie,Complement_adresse,Code_postal,Code_commune,Libelle_commune,Annee_IDCC,Codes_IDCC
78875100600016,0,788751006,5720,SASU THIBAUT,,,,,,1,01/09/2012,8,MC,7490B,01/09/2012,742C,2,00016,66,,,1,,,1,01/04/2013,215,,,,,,,O,01/04/2013,01/09/2012,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,661362746,6,,RUE,JEANNE JUGAN,,66100,66136,PERPIGNAN,2014,1
78876589900026,0,788765899,5499,CONCEPT HABITAT B2D,,,,,,1,21/06/2013,8,MC,7490A,,742B,2,00026,81,,,1,,,1,07/04/2014,215,,,,,,,O,07/04/2014,21/06/2013,S,,N,MARCH,1,76,81,81,81U01,,81326-00001264818,,,,LA CAPOUNIE,,81150,81326,SAINTE CROIX,2014,1
78880292400019,0,788802924,5498,LC FLEX,,,,,,3,03/07/2014,2,CM,3312Z,05/11/2012,285D,2,00019,82,,,1,01,31/12/2012,0,01/08/2014,217,,,,,,,N,03/07/2014,05/11/2012,S,P,N,MARCH,1,76,82,82,82U01,11/11/2014,820370150,124,,AV,EDOUARD HERRIOT,,82300,82037,CAUSSADE,2014,1
78884025400015,0,788840254,5499,F. DIRASSE,,,BOULANGERIE DIRASSE,,,3,10/06/2015,2,CA,1071A,08/08/2013,741J,7,00049,65,RR,DD,1,,,0,10/06/2015,217,,,,,,,N,10/06/2015,15/10/2012,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,652860040,5,,AV,ALEXANDRE MARQUI,,65100,65286,LOURDES,2014,1
78889543100013,0,788895431,5499,MARTYAC,,,CARREFOUR EXPRESS,,,1,22/10/2012,4,G,4711D,07/11/2012,741J,2,00013,66,,,1,,,1,03/02/2013,215,,,,,,,O,03/02/2013,22/10/2012,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,66186-00001034019,,,RUE,DU VIEUX LAVOIR,,66570,66186,SAINT NAZAIRE,2014,1
78893883500022,0,788938835,5499,ARC'PRESSING,,,,,,1,25/10/2012,10,S,9601B,,930B,3,00014,34,,,1,,,0,25/10/2012,210,,,,,,,N,,25/10/2012,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,341721805,2,,RUE,DORIA,,34000,34172,MONTPELLIER,2014,2
78903020200012,0,789030202,5499,BOUCHERIE BORDEROUGE,,,BOUCHERIE BORDEROUGE,,,3,01/10/2015,4,G,4722Z,,522C,7,00020,31,RR,DD,1,,,0,01/10/2015,217,,,,,,,N,01/10/2015,22/11/2012,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,315555789,9,,AV,MAURICE BOURGES MAUNOURY,,31200,31555,TOULOUSE,2013,9
78906197500023,0,789061975,5499,LAPEYRE,,,LAPEYRE,,,1,05/11/2012,2,CA,1071C,05/11/2012,158C,6,00015,12,,,1,,,0,05/11/2012,210,,,,,,,N,05/11/2012,05/11/2012,S,P,N,MARCH,1,76,12,12,12U01,,122020209,16,,AV,DE BOURRAN,,12000,12202,RODEZ,2014,0
78923518100011,0,789235181,5498,ELICOR,,,RELOOKING BEAUTE MINCEUR,,,1,15/10/2012,10,S,9604Z,01/02/2013,930N,2,00011,34,,,1,,,1,15/10/2012,210,,,,,,,O,,15/10/2012,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,341722460,30,,CRS,GAMBETTA,,34000,34172,MONTPELLIER,2014,3
78925441400012,0,789254414,5498,SARL FOURNIL DU LAC,,,,,,1,22/10/2012,2,CA,1071C,,158C,2,00012,31,,,1,02,31/12/2012,4,31/12/2012,230,,,,,,,O,,22/10/2012,S,P,N,MARCH,1,76,31,31,31U02,07/11/2014,315550287,10,,PL,ANDRE ABBAL,,31100,31555,TOULOUSE,2014,0
78929852800017,0,789298528,5720,PROJIMMO,,,,,,3,01/01/2018,3,F,4329B,01/11/2012,453H,7,00025,66,RR,66,1,,,0,01/01/2018,217,,,,,,,N,,01/11/2012,S,P,N,MARCH,1,76,82,82,82U01,11/11/2014,82010-00002659098,,,,LD RIBERE,,82340,82010,BARDIGUES,2014,0
78931835900013,0,789318359,5710,PASSION AVENTURE,,,,,,1,03/10/2012,10,R,9329Z,03/10/2012,927C,2,00013,30,,,1,,,1,07/12/2012,215,,,,,,,O,07/12/2012,03/10/2012,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30205-00000432223,,,,LE VILLAGE,,30330,30205,POUGNADORESSE,2014,2
78937826200016,0,789378262,9220,ENVIES D'AIDES,,,,,,1,20/03/2009,10,S,9499Z,,913E,2,00016,34,RR,DD,1,,,1,29/03/2013,215,,,,,,,O,,20/03/2009,S,P,N,NMPRI,1,76,34,34,34U03,05/09/2014,34217-00000535017,141,,,DRAILLE DU PLO MIDI,,34730,34217,,2014,9
78939694200011,0,789396942,5498,HUBERT MONTI TRANSPORT,,,,,,1,13/12/2012,4,H,4941B,,602L,2,00011,30,,,2,,,1,02/01/2014,215,,,,,,,O,02/01/2014,13/12/2012,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,30006-00000419602,17,,RUE,JEAN MAILHO,,30470,30006,AIMARGUES,2014,0
78939730400013,0,789397304,5720,LOPEZ IMMOBILIER,,,,,,1,09/11/2012,7,L,6831Z,09/11/2012,703A,2,00013,81,,,1,,,1,09/11/2012,210,,,,,,,O,,09/11/2012,S,P,N,MARCH,1,76,81,81,81U01,,811630960,48,,RUE,EDOUARD BARBEY,,81200,81163,MAZAMET,2014,1
78950810800014,0,789508108,5498,EURL LE DONJON,,,LE DONJON,,,1,09/11/2012,4,I,5510Z,12/12/2012,741J,2,00014,34,,,1,,,1,12/08/2013,215,,,,,,,O,12/08/2013,09/11/2012,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,340031280,,,PL,JEAN JAURES,,34300,34003,AGDE,2013,1
78968662300016,0,789686623,5498,EN VOGUE,,,EN VOGUE,,,1,26/11/2012,10,S,9602A,01/01/2013,741J,2,00016,31,,,1,,,1,02/02/2014,215,,,,,,,O,02/02/2014,26/11/2012,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,31259-00000453336,,,RTE,DE FALGARDE,,31120,31259,LACROIX FALGARDE,2014,2
78969866900015,0,789698669,5202,JADE,,,MAISON DE LA PRESSE,,,1,03/12/2012,4,G,4726Z,,741J,2,00015,34,,,1,,,1,07/07/2014,215,,,,,,,O,01/01/2013,03/12/2012,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,34114-00000524862,6,,ALL,DE L ESPLANADE,,34150,34114,GIGNAC,2014,9
78982153500018,0,789821535,5699,UNITI,,,,,,3,09/02/2015,3,F,4110A,,741J,7,00034,75,11,75,1,,,0,09/02/2015,217,,,,,,,N,,15/11/2012,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,340032117,2,,RUE,DU SAPHIR,,34300,34003,AGDE,2014,2
78984804100016,0,789848041,10XX,,VAN EECKHOUT,MELANIE,AST FRANCE PRODUCTIONS,,,3,31/12/2016,10,R,9329Z,02/01/2013,927C,2,00016,31,,,1,,,0,31/12/2016,217,,,,,,,N,,02/01/2013,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,31389-00000458127,5,B,ALL,DU TERLON,,31850,31389,MONTRABE,2013,2
78991046000029,0,789910460,5720,HOTEL GHM,,,,,,1,01/09/2014,4,I,5510Z,01/09/2014,551A,2,00029,34,,,1,,,0,01/09/2014,210,,,,,,,N,01/09/2014,01/09/2014,S,P,N,MARCH,1,76,34,34,34U02,,341725795,22,,BD,VICTOR HUGO,,34000,34172,MONTPELLIER,2014,1
78991813300016,0,789918133,5710,ARLE TRANSPORTS,,,,,,1,30/11/2012,4,H,4941B,,602L,2,00016,34,,,2,,,1,03/09/2013,215,,,,,,,O,03/09/2013,30/11/2012,S,P,N,MARCH,1,76,34,34,34U02,05/09/2014,34114-00000524893,690,,CHE,DE LA GRANDE BARQUE,,34150,34114,GIGNAC,2014,0
78991890100016,0,789918901,5498,LES PAINS DE VILLA FERRAE,,,LES PAINS DE VILLA FERRAE,,,1,10/12/2012,4,G,4724Z,10/12/2012,522G,2,00016,11,,,1,,,1,27/01/2014,215,,,,,,,O,,10/12/2012,S,P,N,MARCH,1,76,11,11,11U01,07/11/2014,11140-00000117273,2,,RUE,DE L HORLOGE,,11200,11140,FERRALS LES CORBIERES,2014,0
78992114500023,0,789921145,5499,DIFINANCE,,,,,,1,23/04/2014,8,N,8299Z,,748K,6,00015,31,,,1,,,1,23/04/2014,210,,,,,,,O,,23/04/2014,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,66205-00001035308,1,,RUE,JEAN BADIA,,66720,66205,TAUTAVEL,2014,0
78992589800015,0,789925898,5499,SHOPCOIFFURE'1',,,SHOPCOIFFURE'1',,,1,01/01/2013,10,S,9602A,01/01/2013,930D,2,00015,66,,,1,,,9,01/01/2013,210,,,,,,,O,,01/01/2013,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,661364494,1,,CHE,DE LA ROSERAIE,CENTRE COMMERCIAL CARREF,66000,66136,PERPIGNAN,2014,2
78999566900015,0,789995669,5485,STV AVOCATS,,,,,,3,01/12/2013,8,MA,6910Z,01/01/2013,741A,7,00023,31,RR,DD,1,,,1,02/12/2013,215,,,,,,,N,01/12/2013,01/01/2013,S,P,N,MARCH,1,76,31,31,31U01,07/11/2014,315554920,18,,RUE,LAFAYETTE,,31000,31555,TOULOUSE,2013,1
79004222000018,0,790042220,5499,EQUINNOV,,,EQUINNOV,,,1,29/11/2012,4,G,4520B,,502Z,2,00018,12,RR,DD,1,,,1,29/11/2012,210,,,,,,,O,,29/11/2012,S,P,N,MARCH,1,76,12,12,12U01,,12063-00002670102,,,,Z.A.E. LES HORTS DE NADA,,12230,12063,,2014,1
79010240400023,0,790102404,9220,COMPAGNIE SURPRISE,,,,,,3,16/02/2015,10,R,9001Z,,923A,7,00031,34,RR,DD,1,,,0,16/02/2015,217,,,,,,,N,,24/10/2013,S,,N,NMPRI,1,76,34,34,34U01,05/09/2014,343011810,18,B,QUA,RHIN ET DANUBE,,34200,34301,SETE,2014,1
79011971300010,0,790119713,5498,LA PAILLOTE,,,,,,3,01/12/2015,4,I,5610A,,741J,2,00010,34,,,1,,,0,01/12/2015,217,,,,,,,N,,21/12/2012,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,340032015,2,,,PARKING DU ROUERGUE,PLAGE DE LA ROQUILLE CAP,34300,34003,AGDE,2013,1
79019420300010,0,790194203,5720,SAVANNAKHET PROVINCE,,,,,,1,02/01/2013,4,G,4759A,02/01/2013,524H,2,00010,34,,,1,,,1,04/05/2013,215,,,,,,,O,04/05/2013,02/01/2013,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,34207-00000533982,5,,AV,DE PINET,,34810,34207,POMEROLS,2014,1
79020544700010,0,790205447,5720,LV CONCEPT ET CREATION,,,LV CONCEPT CREATION,,,3,01/09/2015,3,F,4399C,02/01/2013,452V,7,00036,46,RR,DD,1,,,0,01/09/2015,217,,,,,,,N,01/09/2015,02/01/2013,S,P,N,MARCH,1,76,46,46,46U01,11/11/2014,46281-00002672435,,,,LD LE MAILLOL,,46400,46281,SAINT MEDARD DE PRESQUE,2014,1
79021396100028,0,790213961,5710,CAR'COMM,,,,,,1,03/01/2013,8,MC,7311Z,03/01/2013,744B,2,00028,31,,,1,,,1,03/01/2013,210,,,,,,,O,,03/01/2013,S,,N,MARCH,1,76,31,31,31U05,07/11/2014,315557988,199,,RTE,SAINT SIMON,,31100,31555,TOULOUSE,2014,9
79022135200012,0,790221352,5710,@DIEM,,,@DIEM,,,1,02/01/2013,5,JC,6202A,02/01/2013,721Z,2,00012,34,,,1,,,1,12/02/2013,215,,,,,,,O,12/02/2013,02/01/2013,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,340321610,1,,RUE,CARLES,,34500,34032,BEZIERS,2014,1
79054187400018,0,790541874,5499,GASTRONOMIA,,,,,,1,05/01/2013,4,G,4799A,05/01/2013,526G,2,00018,31,,,1,,,1,02/05/2013,215,,,,,,,O,02/05/2013,05/01/2013,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,31184-00000450444,42,,AV,DU LAC,,31130,31184,FLOURENS,2013,2
79061176800017,0,790611768,5499,ANGES,,,,,,1,14/01/2013,8,MA,7010Z,,741J,1,00017,31,,,1,,,0,14/01/2013,210,,,,,,,N,,14/01/2013,S,P,N,MARCH,1,76,31,31,31U05,07/11/2014,314880736,19,,CHE,VERDALE,,31240,31488,SAINT JEAN,2013,1
79062878800016,0,790628788,5498,SARL FC CONSTRUCTIONS,,,,,,1,01/02/2013,3,F,4399C,01/02/2013,452V,2,00016,32,,,1,,,1,10/04/2014,215,,,,,,,O,10/04/2014,01/02/2013,S,P,N,MARCH,1,76,32,32,32U01,08/11/2014,32364-00000477637,,,,LA GRANDE BORDE,,32700,32364,SAINT AVIT FRANDAT,2014,1
79070708700017,0,790707087,10XX,,MASSON,MURIELLE,LES AILES DU DESIR,,,3,31/12/2014,4,G,4778C,01/01/2013,524Z,2,00017,34,,,1,,,0,14/04/2015,217,,,,,,,N,,01/01/2013,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,340031270,20,,RUE,JEAN JACQUES ROUSSEAU,,34300,34003,AGDE,2014,1
79071617900011,0,790716179,5499,GERAUD,,,LE DOMINO,,,1,27/12/2012,4,I,5610A,,741J,2,00011,12,,,1,,,1,22/02/2013,215,,,,,,,O,,27/12/2012,S,P,N,MARCH,1,76,12,12,12U01,,120890340,9,,PL,DECAZES,,12300,12089,DECAZEVILLE,2014,1
79078310400033,0,790783104,5720,ABE 30,,,,,,1,30/06/2017,8,N,7732Z,01/06/2013,713C,2,00033,30,RR,DD,1,,,0,30/06/2017,217,,,,,,,N,,01/06/2013,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,30123-00001953744,26,,AV,DE LA FONTANISSE,,30660,30123,GALLARGUES LE MONTUEUX,2013,1
79083841100011,0,790838411,5499,LE PETIT JARDIN DU CEVENOL,,,LE PETIT JARDIN,,,1,10/01/2013,4,I,5630Z,09/04/2013,741J,2,00011,30,,,1,,,1,15/02/2013,215,,,,,,,O,,10/01/2013,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,30010-00000419896,20,,,PLAN DE BRIE,,30140,30010,ANDUZE,2014,1
79089119600012,0,790891196,9220,EMERGENCY PROD,,,,,,1,04/01/2013,5,JA,5911C,,923A,2,00012,30,,,1,,,1,22/02/2013,215,,,,,,,O,,04/01/2013,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,303510530,110,,AV,GEN LECLERC,,30400,30351,VILLENEUVE LES AVIGNON,2014,3
79093039000014,0,790930390,5202,SNC GIUDICELLI,,,,,,3,01/10/2015,4,I,5630Z,,741J,7,00022,06,93,06,1,,,0,01/10/2015,217,,,,,,,N,01/10/2015,04/01/2013,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,315553116,1,,AV,ETIENNE BILLIERES,,31300,31555,TOULOUSE,2014,1
79100255300018,0,791002553,5710,LU JO ZO LO,,,LE LOUCHEBEM DE CARO,,,1,05/02/2013,4,I,5610A,,741J,2,00018,31,,,1,,,1,04/03/2013,215,,,,,,,O,04/03/2013,05/02/2013,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,314670250,2,,RUE,LEON BLUM,,31140,31467,SAINT ALBAN,2014,1
79109995500019,0,791099955,5499,TAJINE BLADI,,,,,,3,26/10/2017,4,I,5610C,01/02/2013,553B,2,00019,34,RR,DD,1,,,0,26/10/2017,217,,,,,,,N,01/02/2013,01/02/2013,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,341720495,11,,AV,DE BARCELONE,,34080,34172,MONTPELLIER,2014,1
79121221000011,0,791212210,5720,GE S T E GERS SERVICE TRANSPORT ENCAUSSE,,,,,,1,01/03/2013,4,H,4941B,01/03/2013,602L,2,00011,32,,,2,,,1,01/04/2013,215,,,,,,,O,01/04/2013,01/03/2013,S,P,N,MARCH,1,76,32,32,32U01,08/11/2014,32120-00002687859,,,,BORDE BASSE,,32430,32120,ENCAUSSE,2014,0
79122685500017,0,791226855,5498,IVOIRE LINGERIE,,,IVOIRE LINGERIE,,,1,07/02/2013,4,G,4771Z,07/02/2013,524C,2,00017,82,RR,DD,1,,,1,02/04/2013,215,,,,,,,O,02/04/2013,07/02/2013,S,P,N,MARCH,1,76,82,82,82U01,11/11/2014,821215521,,,RTE,DU NORD,AUSSONNE,82000,82121,,2014,1
79124802400014,0,791248024,5498,EURL L'ETRIER,,,,,,1,18/02/2013,4,G,4771Z,,741J,2,00014,09,,,1,,,1,10/12/2013,215,,,,,,,O,01/03/2013,18/02/2013,S,P,N,MARCH,1,76,09,09,09U01,11/11/2014,091220740,24,,RUE,LABISTOUR,,09000,09122,FOIX,2014,1
79126703200021,0,791267032,5499,SARL DIANA,,,TCHIP COIFFURE,,,1,15/02/2013,10,S,9602A,,930D,2,00021,31,,,1,,,5,15/02/2013,210,,,,,,,O,,15/02/2013,,,N,MARCH,1,76,31,31,31U01,07/11/2014,315558328,39,,BD,DE STRASBOURG,,31000,31555,TOULOUSE,2014,2
79127536500025,0,791275365,5710,METHA ENR,,,,,,3,28/12/2015,2,D,3511Z,,401A,2,00025,34,,,1,,,0,18/03/2016,217,,,,,,,N,,15/10/2013,S,,N,MARCH,1,76,34,34,34U03,05/09/2014,34240-00001872839,65,,RUE,DE LA GARRIGUETTE,ECOPARC,34130,34240,SAINT AUNES,2014,9
79128686700019,0,791286867,5499,MICKAFE,,,,,,1,06/02/2013,4,I,5630Z,,741J,2,00019,30,,,1,,,1,02/05/2013,215,,,,,,,O,02/05/2013,06/02/2013,S,P,N,MARCH,1,76,30,30,30U02,05/09/2014,30036-00000422062,4,,PL,DU JEU DE BALLON,,30620,30036,BERNIS,2014,1
79130825700017,0,791308257,5499,ALAIS,,,LA TABLE D'ALAIS,,,1,31/01/2013,4,I,5610A,,741J,2,00017,11,,,1,,,1,01/03/2013,215,,,,,,,O,01/03/2013,31/01/2013,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,110693590,32,,RUE,DU PLO,LA CITE,11000,11069,CARCASSONNE,2014,1
79131148300014,0,791311483,5710,SABA,,,,,,1,08/01/2013,4,G,4711B,08/01/2013,521B,2,00014,34,RR,DD,1,,,1,15/06/2013,215,,,,,,,O,,08/01/2013,S,S,N,MARCH,1,76,34,34,34U01,05/09/2014,34299-00001484063,,,CHE,DE QUERELLES,CHEZ SIBLU-CAMPING SABLE,34410,34299,SERIGNAN,2014,1
79131648200029,0,791316482,5498,PARABELLUM SOLUTIONS DE SURETE,,,,,,3,01/04/2015,8,N,8020Z,,746Z,7,00045,31,RR,DD,1,,,0,01/04/2015,217,,,,,,,N,01/04/2015,13/11/2013,S,,N,MARCH,1,76,31,31,31U01,07/11/2014,31056-00000445320,23,T,RUE,DES ECOLES,,31700,31056,BEAUZELLE,2014,9
79143145500025,0,791431455,5710,LA PERGOLA,,,LA PERGOLA,,,1,20/03/2013,4,I,5530Z,,552C,3,00017,85,,,1,,,1,02/04/2013,215,,,,,,,O,02/04/2013,20/03/2013,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,66182-00001033806,21,,AV,FREDERIC MISTRAL,,66470,66182,SAINTE MARIE,2014,1
79151918400018,0,791519184,5720,COULEURS DESIGN,,,COULEURS DESIGN,,,3,01/01/2016,3,F,4334Z,11/03/2013,454J,7,00026,81,RR,DD,1,,,0,01/01/2016,217,,,,,,,N,01/01/2016,11/03/2013,S,P,N,MARCH,1,76,81,81,81U01,,81144-00001255759,16,,CHE,DES LANDES,,81380,81144,LESCURE D'ALBIGEOIS,2014,2
79165342100010,0,791653421,6589,SOCIETE CIVILE DE MOYENS DELAFONT ARNAUD,,,,,,1,25/02/2013,6,K,6619A,,703E,2,00010,30,,,1,,,1,12/03/2013,215,,,,,,,O,12/03/2013,25/02/2013,S,P,N,,1,76,30,30,30U02,05/09/2014,301898060,144,,RTE,D UZES CD 979,,30000,30189,NIMES,2014,1
79174065700014,0,791740657,5498,AGP,,,L'AMANDINE,,,1,25/02/2013,4,I,5610A,,741J,2,00014,34,,,1,,,1,09/02/2014,215,,,,,,,O,09/02/2014,25/02/2013,S,P,N,MARCH,1,76,34,34,34U01,05/09/2014,34332-00000545154,3,,PL,DU 14 JUILLET,,34450,34332,VIAS,2014,1
79180463600011,0,791804636,5498,EURL PASCAL LASSALLE,,,EURL PASCAL LASSALLE,,,1,01/04/2013,3,F,4399C,01/04/2013,452V,2,00011,31,RR,DD,1,,,0,01/04/2013,210,,,,,,,N,01/04/2013,01/04/2013,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,31396-00000458445,3,,AV,DE MONTGEARD,,31560,31396,,2014,1
79186094300012,0,791860943,10XX,,SCHULZ,FABIAN,TAXI DE L'ETANG,,,3,30/06/2014,4,H,4932Z,11/03/2013,602E,2,00012,66,,,2,,,0,30/06/2014,217,,,,,,,N,,11/03/2013,S,P,N,MARCH,1,76,66,66,66U01,09/09/2014,661361020,3,,RUE,EUGENE CHEVREUL,BAT B APPART 207,66100,66136,PERPIGNAN,2014,9
79188566800016,0,791885668,10XX,,ROJAS SOLANO,ROSALBA MARIEL,ELLE DEDAL,,,3,01/06/2017,10,S,9529Z,,527H,7,00024,31,RR,DD,1,,,0,01/06/2017,217,,,,,,,N,01/06/2017,18/03/2013,S,P,N,MARCH,1,76,31,31,31U03,07/11/2014,315553360,14,,RUE,DE LA FONDERIE,,31000,31555,TOULOUSE,2014,1
79189724200016,0,791897242,5710,LE XV BAR DE NUIT,,,LE XV,,,1,08/03/2013,4,I,5630Z,08/03/2013,554B,2,00016,09,,,1,,,2,08/03/2013,210,,,,,,,O,08/03/2013,08/03/2013,S,P,N,MARCH,1,76,09,09,09U01,11/11/2014,09194-00000100897,15,,RUE,VIGAROZY,,09500,09194,MIREPOIX,2014,1
79192178600012,0,791921786,5498,MELIF BAT,,,,,,1,01/04/2013,3,F,4399C,01/04/2013,452V,2,00012,31,,,1,,,1,08/12/2013,215,,,,,,,O,01/04/2013,01/04/2013,S,P,N,MARCH,1,76,31,31,31U04,07/11/2014,315551782,4,,RUE,DE CAULET,ANNEXX,31300,31555,TOULOUSE,2013,9
79194902700019,0,791949027,5499,SARL GUITHOM,,,A SAINT ANTOINE,,,1,01/02/2013,4,G,4778C,,741J,2,00019,65,RR,DD,1,,,1,09/02/2014,215,,,,,,,O,09/02/2014,01/02/2013,S,P,N,MARCH,1,76,65,65,65U01,11/11/2014,652861500,10,,AV,MONSEIGNEUR SCHOEPFER,,65100,65286,LOURDES,2014,1
79198589800026,0,791985898,5710,LES BORDS DU RHONE,,,LA GUINGUETTE DU VIEUX MOULIN,,,1,01/04/2013,4,I,5610A,01/04/2013,553A,2,00026,30,,,1,,,7,01/04/2013,210,,,,,,,O,,01/04/2013,S,P,N,MARCH,1,76,30,30,30U01,05/09/2014,303511400,5,,RUE,DU VIEUX MOULIN,,30400,30351,VILLENEUVE LES AVIGNON,2014,1
79201286600010,0,792012866,5720,CINDY COIFFURE,,,,,,1,20/02/2013,10,S,9602A,01/04/2013,741J,2,00010,11,,,1,,,1,01/08/2015,215,,,,,,,O,01/04/2013,20/02/2013,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,11299-00000123742,28,,RUE,DE LA MAIRIE,,11250,11299,PREIXAN,2013,2
79205292000016,0,792052920,5710,SAS MDO,,,SAS MDO,,,3,01/09/2016,4,G,4634Z,,513J,7,00024,34,,,1,,,0,01/09/2016,217,,,,,,,N,01/09/2016,26/02/2013,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,34131-00000526478,,,PL,MIOLANE,DOMAINE DU MAS DE L'ONCL,34270,34131,LAURET,2014,0
79207231600021,0,792072316,9220,EGLISE CATHOLIQUE DE CASTRES,,,,,,1,01/01/2014,10,S,9491Z,01/01/2015,913E,2,00021,81,,,1,,,1,01/01/2014,210,,,,,,,O,,01/01/2014,S,P,N,NMPRI,1,76,81,81,81U01,,810651694,39,,BD,GEORGES CLEMENCEAU,,81100,81065,CASTRES,2014,5
79208586200011,0,792085862,5499,JCM RENOVATIONS,,,JCM RENOVATIONS,,,3,01/01/2016,3,F,4399C,01/04/2013,452V,7,00029,11,76,11,1,,,0,01/01/2016,217,,,,,,,N,01/01/2016,01/04/2013,S,P,N,MARCH,1,76,81,81,81U01,,81127-00001254871,,,,LE VILLAGE,,81470,81127,LACROISILLE,2014,1
79226453300011,0,792264533,5499,VECTEUR BOIS,,,,,,3,27/09/2016,3,F,4120A,04/04/2013,452A,7,00029,34,RR,DD,1,,,0,27/09/2016,217,,,,,,,N,,04/04/2013,S,P,N,MARCH,1,76,34,34,34U03,05/09/2014,34255-00000538030,258,,RUE,DU BOSC DE LA PLAINE,,34980,34255,SAINT GELY DU FESC,2014,1
79227250200016,0,792272502,5710,MAGIC SOCCER,,,,,,1,03/04/2013,10,R,9311Z,03/04/2013,926A,2,00016,11,,,1,,,1,19/01/2014,215,,,,,,,O,,03/04/2013,S,P,N,MARCH,1,76,11,11,11U01,06/09/2014,110693501,30,,RUE,PIERRE CAMPMAS,ZONE DES CUCURLIS,11000,11069,CARCASSONNE,2014,2
79236997700014,0,792369977,5485,CENTRE MEDICAL DAUDE GEORGOULAS,,,,,,1,01/01/2013,9,QA,8690F,01/01/2013,851H,2,00014,81,,,1,,,0,01/01/2013,210,,,,,,,N,01/01/2013,01/01/2013,S,P,N,MARCH,1,76,81,81,81U01,,811050350,8,,AV,CHARLES DE GAULLE,,81300,81105,GRAULHET,2014,9
79238813400027,0,792388134,5499,HUEA,,,HUEA,,,3,15/03/2016,4,I,5610C,,553B,2,00027,30,RR,DD,1,,,0,15/03/2016,217,,,,,,,N,,14/04/2013,S,S,N,MARCH,1,76,30,30,30U02,05/09/2014,301330139,2815,,RTE,DE L ESPIGUETTE,MAS DE SALONIQUE,30240,30133,LE GRAU DU ROI,2014,1
79249394200017,0,792493942,5720,PEPM SERVICES,,,,,,3,20/09/2016,3,F,4322A,01/04/2013,453E,2,00017,81,RR,DD,1,,,0,20/09/2016,217,,,,,,,N,,01/04/2013,S,P,N,MARCH,1,76,81,81,81U01,,81122-00001956918,,,LD,SOULS,SOULS,81340,81122,LACAPELLE PINET,2013,1
79256548300015,0,792565483,5498,INTER'IN FRANCE,,,,,,1,18/04/2013,8,N,7820Z,,745B,2,00015,81,,,1,,,1,01/06/2013,215,,,,,,,O,01/06/2013,18/04/2013,S,P,N,MARCH,1,76,81,81,81U01,,810041688,54,,RUE,GUSTAVE EIFFEL,,81000,81004,ALBI,2014,2
